date,day_of_week,hour,service_location,number_of_counters,queue_length,average_service_time,students_arriving,exam_period,holiday,waiting_time
2026-03-23,Monday,17,Library Counter,5,69,4.1798742024183575,64,0,0,61.139326623066715
2026-06-20,Saturday,17,Student Service Center,1,31,5.085205414106334,15,1,0,154.93173806458236
2026-03-13,Friday,15,Library Counter,2,30,3.569218229351101,24,0,0,57.411608338876576
2026-01-03,Saturday,16,Admin Office,5,70,1.1813091523528096,75,0,0,17.388386787799767
2026-06-01,Monday,14,Library Counter,2,62,7.671474503893208,37,0,0,235.29600012470834
2026-04-25,Saturday,13,Fee Counter,3,44,2.645679806895266,29,0,0,42.8303231920287
2026-03-24,Tuesday,14,Library Counter,3,35,6.832017127036978,11,0,0,79.63800781581652
2026-04-24,Friday,14,Admin Office,4,102,1.5574589797933385,71,1,0,43.898139440266135
2026-02-05,Thursday,15,Fee Counter,1,31,6.382888001234846,27,0,0,197.12261438510788
2026-05-08,Friday,11,Student Service Center,4,66,7.564162289267954,62,0,0,128.04177582730205
2026-04-06,Monday,12,Student Service Center,5,35,6.8358805189581835,12,0,0,47.904037376569086
2026-06-08,Monday,11,Fee Counter,1,39,4.572990372890535,42,0,0,178.39615096641285
2026-05-26,Tuesday,17,Cafeteria,3,26,5.177517610101081,6,1,0,44.70434618189137
2026-03-10,Tuesday,14,Fee Counter,5,53,1.764187912280022,19,1,0,20.934271844250908
2026-02-04,Wednesday,12,Admin Office,1,72,7.256302557939326,31,1,0,521.5028328993284
2026-01-14,Wednesday,11,Student Service Center,4,68,2.568578141046023,70,0,0,46.00707989962108
2026-03-27,Friday,15,Fee Counter,3,97,5.267069074125205,76,1,0,173.0400735768803
2026-03-04,Wednesday,17,Fee Counter,1,76,3.5149384103519177,64,1,0,264.16415310585205
2026-04-28,Tuesday,8,Cafeteria,3,70,7.290709288945465,66,0,0,169.06825792674272
2026-05-21,Thursday,11,Cafeteria,1,56,6.3582091307280475,59,0,0,355.92281956657615
2026-02-12,Thursday,9,Cafeteria,5,6,7.786685924479206,11,0,0,14.193979914834173
2026-04-15,Wednesday,14,Admin Office,1,40,7.585999958071824,23,0,0,307.0740182550366
2026-02-22,Sunday,13,Cafeteria,5,99,5.210430949641305,59,1,0,103.37657708272991
2026-02-09,Monday,12,Admin Office,1,105,2.938749965895451,62,1,0,308.2361039831451
2026-01-06,Tuesday,10,Cafeteria,4,23,4.897526338431926,22,0,0,29.814301123965016
2026-02-05,Thursday,13,Cafeteria,2,88,3.0658823080425397,48,1,0,134.78792169071755
2026-01-25,Sunday,17,Fee Counter,3,39,2.9057627056857886,26,1,0,41.67096695206396
2026-01-14,Wednesday,11,Library Counter,5,30,5.9648346564565005,21,0,0,36.16339849301525
2026-01-10,Saturday,11,Student Service Center,1,40,5.254766404989715,32,0,0,211.20139924298684
2026-01-24,Saturday,10,Library Counter,5,71,4.835401105736544,65,0,0,73.07583144172649
2026-05-14,Thursday,15,Library Counter,1,25,7.392709580485436,16,0,0,185.0848327922775
2026-05-02,Saturday,15,Library Counter,1,14,3.1582639527381198,8,0,0,46.16221775618593
2026-01-23,Friday,10,Admin Office,3,13,2.030417227685363,5,0,0,9.8690462412312
2026-01-16,Friday,8,Admin Office,4,81,6.470041603072303,77,0,0,131.67872029508814
2026-01-14,Wednesday,17,Cafeteria,2,70,6.127891025019236,68,0,0,211.79056854150372
2026-03-31,Tuesday,12,Cafeteria,4,54,1.3642089286489152,32,0,0,18.922640493153153
2026-04-20,Monday,8,Library Counter,3,75,6.512195800356516,76,0,0,163.41332705496455
2026-04-21,Tuesday,11,Fee Counter,4,63,7.489903836027527,64,0,0,121.7975547960772
2026-01-02,Friday,14,Student Service Center,3,33,3.027872144191403,13,0,0,33.770170555668656
2026-01-12,Monday,8,Admin Office,3,65,5.549794355753884,54,1,0,124.28599776134014
2026-06-21,Sunday,16,Student Service Center,1,5,7.377516298345355,6,0,1,41.63959648486399
2026-02-12,Thursday,10,Fee Counter,3,35,2.0455301320130195,11,1,0,26.19328794888193
2026-02-24,Tuesday,16,Fee Counter,2,52,2.4416405130203795,54,0,0,63.87206461547265
2026-02-07,Saturday,8,Fee Counter,2,23,3.5622849476214564,23,0,0,37.97765027389467
2026-06-03,Wednesday,17,Library Counter,3,10,4.929732612080609,12,0,1,17.289107631365866
2026-01-18,Sunday,9,Admin Office,5,14,3.4723246671993806,16,0,0,14.63205414005531
2026-01-23,Friday,17,Fee Counter,2,59,3.3775172615041034,63,0,1,99.53239178755689
2026-03-25,Wednesday,11,Cafeteria,1,66,5.265855418974133,59,0,0,350.8098308758199
2026-01-22,Thursday,13,Cafeteria,4,70,3.813972961649895,39,1,0,67.83833902346927
2026-02-28,Saturday,15,Library Counter,2,14,6.194496003897063,15,0,0,41.90188367011704
2026-03-24,Tuesday,11,Admin Office,2,64,7.421845208584319,59,0,0,237.76641886360807
2026-06-25,Thursday,11,Cafeteria,1,65,2.3697675981501067,70,0,1,152.2531654938628
2026-04-27,Monday,10,Student Service Center,5,41,7.361727839611806,55,0,1,59.72211000484513
2026-01-09,Friday,11,Student Service Center,2,37,2.9303813295625,32,0,0,52.85312804399527
2026-03-31,Tuesday,17,Student Service Center,5,44,3.4124675438240883,39,0,0,32.7310058761616
2026-06-14,Sunday,12,Library Counter,3,40,2.8493200078536898,17,0,0,37.414674799615845
2026-04-02,Thursday,11,Fee Counter,5,33,1.833660311307285,33,0,0,10.647479743602249
2026-02-07,Saturday,14,Library Counter,5,94,6.677825109184866,77,0,0,123.65192403746109
2026-04-21,Tuesday,9,Cafeteria,1,36,1.9715274361521007,32,0,0,69.45329262206874
2026-04-28,Tuesday,12,Cafeteria,1,88,6.70747893905256,62,0,0,592.4331829831789
2026-04-16,Thursday,14,Fee Counter,1,65,1.2776291348198932,46,0,0,82.22628892378621
2026-04-15,Wednesday,11,Fee Counter,2,77,6.932916441658484,63,1,0,268.9738678883879
2026-02-19,Thursday,11,Fee Counter,1,68,3.647560338542328,47,1,0,247.28098835431038
2026-06-15,Monday,16,Library Counter,1,74,7.86987224257534,66,0,0,585.5686596284331
2026-06-08,Monday,10,Cafeteria,3,59,4.614211921943825,58,0,0,88.5199264666376
2026-01-08,Thursday,13,Library Counter,5,64,7.981501440652976,36,0,0,101.49928283612175
2026-04-16,Thursday,14,Student Service Center,3,58,2.238670785098976,33,0,0,46.44071348694786
2026-04-06,Monday,13,Fee Counter,4,56,3.2487652338434727,35,0,0,42.60404299069583
2026-06-14,Sunday,13,Student Service Center,3,67,1.0769888074932186,50,0,1,27.823494505016804
2026-03-18,Wednesday,8,Library Counter,5,40,2.134923616926191,44,0,0,18.693947236139547
2026-01-01,Thursday,11,Fee Counter,1,80,3.6651664191627207,78,0,0,291.1787011298303
2026-02-06,Friday,15,Cafeteria,3,38,3.83021769530281,30,0,0,53.38791142643181
2026-03-13,Friday,8,Cafeteria,4,42,7.339791405224374,40,0,0,77.31716788251381
2026-05-26,Tuesday,12,Cafeteria,5,65,2.5314647758388555,48,0,0,36.87934317178245
2026-06-16,Tuesday,11,Student Service Center,1,59,4.430714573989009,61,0,0,259.291807559449
2026-01-22,Thursday,15,Library Counter,5,72,2.9747812427251836,63,0,0,44.143067811601284
2026-05-21,Thursday,8,Fee Counter,1,47,2.43513457410463,47,0,0,111.46414713426566
2026-04-20,Monday,11,Admin Office,5,54,2.467409215659423,57,0,0,31.048712589010893
2026-05-23,Saturday,11,Cafeteria,3,37,6.5240392161381,26,1,0,79.76001577112194
2026-04-30,Thursday,10,Cafeteria,2,27,2.4609029129926654,41,0,1,33.466959008887436
2026-01-30,Friday,12,Student Service Center,2,70,3.077572983361152,51,0,0,112.69165343294547
2026-04-19,Sunday,11,Fee Counter,1,3,2.8177281891226444,5,0,0,10.340798722858153
2026-02-16,Monday,10,Student Service Center,2,76,4.262835934874313,60,1,0,166.04536375416365
2026-04-24,Friday,9,Fee Counter,4,6,1.6270343610610034,18,0,1,6.485502198885027
2026-05-25,Monday,10,Cafeteria,3,55,3.99292630084488,54,0,0,71.2046825729886
2026-05-27,Wednesday,12,Admin Office,4,29,2.605356003335509,16,0,1,19.3300370479725
2026-03-06,Friday,11,Admin Office,5,50,6.829299391097264,50,0,0,70.66631830940219
2026-03-01,Sunday,11,Cafeteria,1,35,7.212247464997641,30,0,0,253.82168672267213
2026-01-07,Wednesday,16,Cafeteria,2,96,1.7847710793189373,75,1,0,88.34690934751316
2026-02-12,Thursday,12,Student Service Center,4,58,3.325670913145548,36,0,0,48.72005729389965
2026-01-20,Tuesday,9,Student Service Center,4,9,7.453493694412588,8,0,0,20.870242306087007
2026-03-12,Thursday,8,Fee Counter,5,88,1.1332257751491688,70,1,0,17.785458404004913
2026-05-19,Tuesday,8,Library Counter,5,88,5.66099580840514,73,1,0,102.51628880244408
2026-02-25,Wednesday,9,Admin Office,5,17,1.4998439145405307,14,0,0,2.7955234479228537
2026-02-25,Wednesday,9,Fee Counter,2,27,3.3364235458869596,37,0,1,48.87951462242144
2026-03-25,Wednesday,11,Admin Office,1,62,4.380125853808828,46,1,0,273.5822319781111
2026-03-17,Tuesday,15,Library Counter,1,70,1.9896272846673866,74,0,1,142.05975913435478
2026-06-06,Saturday,17,Student Service Center,5,50,6.385271527325765,32,1,0,68.15698005768797
2026-06-15,Monday,13,Fee Counter,2,57,6.338947062562986,37,0,0,177.92674086591674
2026-03-28,Saturday,17,Cafeteria,4,73,6.407513759792946,72,0,0,117.78628099458906
2026-04-10,Friday,11,Admin Office,5,13,1.3015895130980502,12,0,0,1.6365381334777762
2026-06-04,Thursday,9,Cafeteria,2,64,4.370535652243425,64,0,0,139.2940353890428
2026-05-04,Monday,15,Cafeteria,5,52,2.5593067948297463,53,0,0,30.38661725115265
2026-03-05,Thursday,13,Student Service Center,3,49,7.873293381345985,25,0,0,131.97423594921423
2026-06-13,Saturday,16,Fee Counter,2,38,7.133203290770176,36,0,0,132.53858221938185
2026-06-17,Wednesday,10,Fee Counter,2,62,1.1636430277681091,59,0,0,37.37625146239329
2026-06-24,Wednesday,13,Admin Office,5,18,6.923624616874071,10,0,1,24.48361091515343
2026-05-02,Saturday,11,Fee Counter,2,63,2.9417125151367514,56,0,0,95.34623493651885
2026-03-10,Tuesday,12,Admin Office,5,35,5.584834261434182,12,0,0,36.58269645779074
2026-05-17,Sunday,13,Library Counter,2,100,3.3075254772340736,77,0,0,162.95639783240418
2026-05-16,Saturday,8,Fee Counter,5,27,1.2197020447780553,28,0,0,4.518583421727532
2026-02-24,Tuesday,10,Fee Counter,2,75,3.930225321687778,67,0,0,149.05414764731026
2026-02-11,Wednesday,12,Library Counter,4,38,6.086459197916933,9,0,0,56.52981631217632
2026-03-31,Tuesday,12,Cafeteria,4,50,2.9724984762319107,31,0,0,39.16161665200895
2026-06-24,Wednesday,13,Cafeteria,2,39,3.3699046878848558,14,0,0,69.06078993148071
2026-05-07,Thursday,12,Library Counter,1,102,6.904538771549485,75,0,0,704.4799354304446
2026-05-12,Tuesday,15,Library Counter,2,66,2.3352485390345636,71,0,0,78.13123480904747
2026-05-17,Sunday,15,Fee Counter,3,74,1.3058980688751292,75,0,0,29.491630836931794
2026-04-18,Saturday,8,Library Counter,4,77,3.961412492816363,77,0,0,77.95091595808938
2026-01-15,Thursday,12,Cafeteria,5,29,7.04931853788385,13,0,0,44.091046784477
2026-03-13,Friday,9,Admin Office,5,28,1.3449512502036276,20,0,0,10.161975041417632
2026-03-02,Monday,11,Fee Counter,1,51,7.351458900618083,55,0,0,377.01861077180996
2026-01-12,Monday,10,Student Service Center,2,43,6.20091251978169,25,1,0,135.16135744753868
2026-03-12,Thursday,16,Fee Counter,3,29,5.158088906356588,22,0,0,53.76659779496564
2026-06-11,Thursday,10,Cafeteria,3,37,1.1973322084757538,32,0,0,15.033365343653207
2026-05-22,Friday,15,Student Service Center,4,49,2.465770780214939,31,1,0,34.885839401839846
2026-05-31,Sunday,9,Fee Counter,2,22,4.155735880210731,12,1,0,43.751539151645076
2026-04-11,Saturday,16,Cafeteria,2,52,6.7389104620801366,48,0,0,175.93994497008384
2026-01-29,Thursday,9,Fee Counter,2,61,7.051554325911914,45,1,0,219.48226349511987
2026-01-22,Thursday,9,Cafeteria,4,40,5.033202505784037,40,0,0,52.089781025097366
2026-03-21,Saturday,17,Cafeteria,3,72,2.0161459585289085,74,0,0,52.85281109709285
2026-01-11,Sunday,9,Student Service Center,2,21,6.262273505239094,15,0,0,67.40815848599841
2026-03-09,Monday,9,Library Counter,5,32,7.345129923258304,33,0,0,44.02685536975653
2026-03-16,Monday,9,Library Counter,2,40,7.384476419218228,41,0,0,150.63917768023143
2026-01-12,Monday,10,Cafeteria,3,14,2.9295096116959414,17,0,0,13.313110841531905
2026-02-01,Sunday,10,Student Service Center,2,51,1.3239355736067435,53,0,0,31.965001079799343
2026-03-09,Monday,17,Student Service Center,4,79,4.40790216084193,75,0,0,90.49240208472648
2026-01-21,Wednesday,15,Admin Office,2,5,3.204144081424248,8,0,0,7.8794551465572225
2026-05-08,Friday,11,Student Service Center,5,81,5.374906551934366,65,1,0,85.58080196970052
2026-06-03,Wednesday,13,Student Service Center,1,42,3.148871546452821,22,0,0,131.00686693292508
2026-06-28,Sunday,12,Fee Counter,4,96,7.98649877514566,68,0,0,195.38352569287355
2026-01-07,Wednesday,17,Admin Office,4,29,2.7919693436860396,37,0,1,18.433846089016996
2026-02-17,Tuesday,12,Student Service Center,2,29,3.3176600440024906,7,0,0,47.857934446524894
2026-04-29,Wednesday,17,Fee Counter,1,55,3.06119824927882,61,0,1,169.59583180265332
2026-01-03,Saturday,16,Library Counter,2,36,5.523843639285092,19,1,0,103.81549965302194
2026-02-08,Sunday,13,Fee Counter,3,62,1.0305945135020855,35,0,0,22.460388494231267
2026-01-22,Thursday,10,Admin Office,5,72,6.83006208682452,71,0,0,96.57344226413444
2026-03-08,Sunday,17,Student Service Center,1,50,2.7254436810334663,33,1,0,140.85821033449974
2026-06-06,Saturday,12,Student Service Center,1,52,7.306159292917268,18,1,0,379.52218908855167
2026-04-20,Monday,13,Cafeteria,4,53,2.474084875400195,35,0,0,35.71504427623925
2026-04-19,Sunday,14,Student Service Center,1,85,7.659252480382883,65,0,0,649.5686679169042
2026-05-21,Thursday,16,Fee Counter,5,32,7.423859073765168,20,1,0,49.19628440397406
2026-02-12,Thursday,11,Fee Counter,2,81,6.551451455612656,73,0,0,270.03420619760317
2026-03-16,Monday,9,Student Service Center,2,82,2.3393744210093845,70,1,0,94.96785381100541
2026-05-23,Saturday,11,Student Service Center,3,6,3.06127264810085,5,0,0,10.214260081672597
2026-04-04,Saturday,8,Student Service Center,5,51,6.102092051680144,47,0,0,62.658587256334854
2026-03-02,Monday,16,Library Counter,5,40,1.3156438033796463,32,0,0,12.112750316849333
2026-06-29,Monday,8,Cafeteria,4,25,6.930808181509309,26,0,0,42.28358930505544
2026-03-14,Saturday,9,Library Counter,2,57,2.8322022052817166,40,1,0,85.11591234201614
2026-03-26,Thursday,12,Library Counter,1,80,1.0174681752058041,65,0,0,85.05416055791099
2026-05-02,Saturday,8,Fee Counter,1,58,2.344438305575487,49,0,0,135.4980094162889
2026-06-08,Monday,11,Cafeteria,1,80,7.582641175856619,60,1,0,608.7785217458157
2026-03-26,Thursday,12,Cafeteria,5,84,4.826927104720271,58,0,0,79.75640584270297
2026-04-25,Saturday,8,Admin Office,5,80,1.7742402635846513,63,1,0,32.322106514279675
2026-05-10,Sunday,12,Library Counter,4,86,5.115929007681825,54,1,0,113.54847032875138
2026-05-12,Tuesday,15,Student Service Center,1,63,5.726137003683668,62,0,0,362.2314157977333
2026-03-01,Sunday,12,Admin Office,2,57,3.66756539449614,31,0,0,107.50964293489093
2026-02-21,Saturday,16,Library Counter,3,42,3.101181590701718,41,0,0,46.0863808186757
2026-01-22,Thursday,9,Library Counter,1,64,4.0099477801701475,40,1,0,258.2212231990249
2026-06-17,Wednesday,8,Cafeteria,1,54,5.4136188964979866,42,1,0,294.5232871458523
2026-06-17,Wednesday,13,Fee Counter,3,41,5.0457003681867105,26,0,0,71.20789125698197
2026-01-03,Saturday,15,Cafeteria,4,80,3.503039706704689,79,0,0,70.14286037494387
2026-05-12,Tuesday,17,Fee Counter,2,43,5.901307047083524,27,1,0,131.2007154077525
2026-02-27,Friday,12,Cafeteria,1,37,7.385739290045084,8,0,0,270.76369326481864
2026-04-13,Monday,15,Library Counter,1,68,2.3123553158234404,73,0,0,160.8694559116293
2026-02-04,Wednesday,17,Admin Office,2,75,5.337984397231431,73,0,0,202.29469188771574
2026-06-03,Wednesday,16,Library Counter,2,29,7.41167859480388,10,1,0,105.7416936014502
2026-02-25,Wednesday,12,Student Service Center,5,74,6.047455751120211,40,1,0,87.16139513274933
2026-03-07,Saturday,11,Fee Counter,1,22,1.0694624501416155,20,0,0,28.27807381427351
2026-05-08,Friday,14,Fee Counter,3,71,7.905196002742994,47,0,0,191.33636106872262
2026-04-18,Saturday,16,Cafeteria,3,73,3.45919744575299,67,0,0,88.30114275784199
2026-02-05,Thursday,11,Student Service Center,4,32,2.1757367747711402,30,0,0,19.522514676957268
2026-04-19,Sunday,16,Cafeteria,1,34,2.814337147753819,25,0,0,98.82437951306984
2026-06-01,Monday,10,Admin Office,1,53,1.762359733762149,44,0,0,95.21408982776383
2026-01-04,Sunday,16,Fee Counter,4,51,7.0549972882423715,49,0,0,93.17985105817196
2026-02-16,Monday,16,Cafeteria,5,67,2.269843008015333,76,0,1,33.20210383133163
2026-04-03,Friday,16,Fee Counter,3,11,5.239124915002532,12,0,0,24.08744864398823
2026-04-15,Wednesday,12,Fee Counter,4,50,3.2107487939849135,23,0,0,42.08931418954702
2026-05-19,Tuesday,11,Student Service Center,4,84,3.0466607890068462,76,0,0,64.14604322648007
2026-01-15,Thursday,13,Cafeteria,4,23,3.059705032589924,6,0,0,18.406615934348658
2026-06-18,Thursday,13,Cafeteria,3,82,2.39476661292206,67,0,0,69.85635180424843
2026-05-25,Monday,12,Student Service Center,3,62,4.5284303787879505,41,0,0,94.39198389763669
2026-01-01,Thursday,11,Fee Counter,4,2,2.515296043027342,5,0,0,3.3283829403533205
2026-01-13,Tuesday,12,Cafeteria,2,65,4.699450227823826,29,1,0,153.10378077528858
2026-04-12,Sunday,10,Cafeteria,3,63,5.949345134460918,72,0,1,125.28723363724208
2026-03-03,Tuesday,8,Library Counter,4,32,4.773057662922097,23,0,0,35.43754624108024
2026-05-14,Thursday,12,Cafeteria,3,90,7.207669059615812,64,0,0,214.51874576381127
2026-05-07,Thursday,12,Admin Office,2,75,1.0786728786576385,51,0,0,39.267796267163064
2026-01-27,Tuesday,17,Student Service Center,5,62,5.165068442628807,66,0,0,69.03608003746822
2026-06-13,Saturday,9,Cafeteria,5,32,4.662709675163398,35,0,0,32.13001205919658
2026-06-29,Monday,11,Fee Counter,1,38,4.982900935751223,22,1,0,191.29674020955594
2026-05-04,Monday,9,Fee Counter,4,79,3.0693005214759217,64,1,0,63.81756744872267
2026-04-19,Sunday,11,Fee Counter,5,25,5.290473953659173,20,0,0,25.87905282745576
2026-03-22,Sunday,10,Library Counter,4,30,2.5640866478254463,25,0,0,21.06564295382903
2026-06-18,Thursday,14,Admin Office,5,33,5.179934396521991,16,0,0,36.73262441859395
2026-01-03,Saturday,12,Fee Counter,1,13,4.726942348733129,8,0,1,62.99054947381403
2026-02-01,Sunday,8,Fee Counter,5,57,4.593370949184857,33,1,0,49.634553438471094
2026-06-16,Tuesday,16,Fee Counter,5,65,1.0086416722202198,64,0,0,16.85411501920813
2026-04-10,Friday,12,Admin Office,3,48,2.7021730146801035,22,0,0,42.97441851725475
2026-05-25,Monday,8,Student Service Center,5,31,4.073705640245176,36,0,0,28.1072980580472
2026-02-18,Wednesday,16,Fee Counter,5,63,1.5271862641999085,49,1,1,21.994990111133777
2026-05-03,Sunday,10,Admin Office,2,84,2.1833733111718043,64,1,0,91.60049201889153
2026-03-02,Monday,13,Student Service Center,1,92,3.7404929902948925,66,0,0,343.8935991838864
2026-06-27,Saturday,11,Cafeteria,5,10,7.471517008935034,10,0,0,14.97527611103791
2026-02-02,Monday,10,Cafeteria,1,20,2.135015024977715,18,0,0,44.077765156097826
2026-02-19,Thursday,11,Fee Counter,2,32,6.503527614498229,32,0,0,108.39285456829471
2026-05-01,Friday,15,Cafeteria,3,11,7.208914305103924,17,0,1,25.03548069616988
2026-05-19,Tuesday,10,Fee Counter,3,24,2.8003995123791103,18,0,0,23.511999128129837
2026-02-12,Thursday,8,Student Service Center,5,33,3.899709760647024,36,0,0,25.522395967642673
2026-01-03,Saturday,13,Fee Counter,2,39,4.181803817692785,19,0,0,85.74477561879858
2026-01-26,Monday,12,Cafeteria,4,98,4.500456343208416,64,1,1,114.95153657773352
2026-04-11,Saturday,14,Fee Counter,3,48,4.958099134605828,29,0,0,82.7072387273415
2026-06-19,Friday,8,Library Counter,1,66,5.905589230906268,42,1,0,390.1114288540627
2026-03-03,Tuesday,16,Library Counter,4,24,5.141826316201762,36,0,1,33.30118613972897
2026-03-02,Monday,8,Cafeteria,2,12,5.09585627540008,5,0,0,33.37674082516651
2026-06-07,Sunday,10,Admin Office,5,50,2.1398250208062395,44,0,0,25.525169864348605
2026-01-28,Wednesday,11,Cafeteria,3,20,4.2110683768140555,26,0,1,28.620775217471834
2026-02-14,Saturday,13,Fee Counter,1,22,2.9241956412517967,6,0,0,67.64439085197817
2026-02-21,Saturday,10,Cafeteria,4,41,7.095791171761442,21,1,0,72.34345504456574
2026-05-11,Monday,12,Library Counter,2,57,4.691007068235789,40,0,0,133.2986175017397
2026-03-02,Monday,8,Library Counter,5,88,7.548977195362702,78,1,0,131.95310808479178
2026-01-10,Saturday,16,Student Service Center,3,38,4.2179767791385805,33,0,0,51.65935628607774
2026-06-07,Sunday,16,Library Counter,3,14,2.3306215451494228,12,0,0,11.468591687335826
2026-02-04,Wednesday,9,Cafeteria,2,39,6.412162111000797,53,0,1,125.73735021580028
2026-05-09,Saturday,12,Cafeteria,3,29,2.9207096314399372,7,0,0,26.288904104640473
2026-04-20,Monday,16,Library Counter,3,74,1.86830449464055,70,0,0,43.16693242836953
2026-04-21,Tuesday,10,Student Service Center,2,20,3.036652978864902,11,0,0,32.178473412448554
2026-03-23,Monday,11,Fee Counter,5,13,2.877505859323565,24,0,1,6.773971427402288
2026-06-28,Sunday,14,Admin Office,3,118,1.817364518742346,77,1,0,71.44398536768595
2026-05-18,Monday,10,Student Service Center,2,22,3.1534632567006278,25,0,0,35.602275983515575
2026-05-25,Monday,17,Cafeteria,5,77,7.509879723631035,78,0,0,115.2814687927615
2026-06-29,Monday,17,Cafeteria,1,29,3.8514062651913106,28,0,0,112.15604744532558
2026-02-11,Wednesday,9,Cafeteria,4,88,3.725267452085647,79,0,0,80.7955430203401
2026-05-01,Friday,10,Fee Counter,1,47,1.8817674341328043,41,0,0,92.12981360318705
2026-02-27,Friday,16,Student Service Center,3,56,3.1203143164633698,67,0,1,61.480320450157016
2026-02-21,Saturday,10,Fee Counter,1,70,5.940199223382527,59,1,0,417.43456691583265
2026-04-26,Sunday,8,Fee Counter,5,73,7.286138188494348,65,0,0,106.68183444506971
2026-06-27,Saturday,15,Library Counter,5,12,6.722019864497088,5,0,0,15.345366174118006
2026-02-27,Friday,16,Student Service Center,5,12,7.574114627885835,17,0,0,15.52458497334584
2026-05-13,Wednesday,16,Student Service Center,5,66,1.7497876072058656,65,0,0,26.198538946218562
2026-03-04,Wednesday,13,Student Service Center,3,100,6.2539416901193015,77,0,0,212.49367544961655
2026-03-04,Wednesday,15,Admin Office,5,70,7.521085594171841,49,1,0,106.87195517223117
2026-02-15,Sunday,8,Cafeteria,4,74,4.1640892268578416,77,0,0,76.53125077035659
2026-05-08,Friday,12,Library Counter,4,52,1.0949869893281114,34,0,0,13.274243389432721
2026-03-06,Friday,16,Library Counter,2,72,5.523975017865976,71,0,0,197.2900899509914
2026-04-22,Wednesday,15,Library Counter,3,88,6.889517192715326,79,0,0,199.37492235576212
2026-03-21,Saturday,8,Student Service Center,1,20,7.895668663378584,25,0,0,156.79552877034533
2026-06-22,Monday,13,Student Service Center,3,65,5.4551151949413,48,0,0,119.79894454719584
2026-05-14,Thursday,12,Student Service Center,3,83,6.788851792388216,63,0,0,186.21824103677628
2026-03-18,Wednesday,17,Cafeteria,5,35,2.1086172810939776,24,1,1,19.076121815729884
2026-01-26,Monday,15,Student Service Center,5,67,7.425733864909494,64,0,0,97.87773417337903
2026-04-22,Wednesday,12,Cafeteria,5,67,1.748999800385195,53,0,1,23.94169789611815
2026-03-23,Monday,12,Library Counter,2,49,7.444312589579518,22,0,0,185.43004025142906
2026-06-02,Tuesday,13,Library Counter,1,80,4.425113816858081,46,1,0,357.9578184811345
2026-04-02,Thursday,15,Student Service Center,4,54,4.206482036581642,57,0,0,57.30783923508579
2026-02-26,Thursday,14,Library Counter,5,90,7.571401277100728,75,0,0,133.3724789503555
2026-04-23,Thursday,12,Fee Counter,3,93,2.026298782481913,69,0,0,60.98746881519026
2026-02-12,Thursday,13,Library Counter,1,60,5.741978634490228,41,0,0,349.2563764822592
2026-05-15,Friday,8,Student Service Center,2,42,2.0369885240566297,22,1,0,47.72527900001574
2026-01-25,Sunday,11,Library Counter,5,35,7.93733720959265,32,0,0,57.154337217340725
2026-01-09,Friday,9,Library Counter,2,21,2.977284612292486,13,0,0,28.686971160808298
2026-06-17,Wednesday,15,Cafeteria,1,93,5.918206767528339,74,1,0,552.3026483935506
2026-04-15,Wednesday,11,Library Counter,1,26,2.9920651733335424,39,0,1,78.15333789985438
2026-02-04,Wednesday,14,Fee Counter,2,70,7.793336525092477,59,0,1,274.40771464257296
2026-04-06,Monday,14,Library Counter,4,41,5.645043363860991,22,0,0,57.30610339336087
2026-03-31,Tuesday,12,Fee Counter,3,93,4.381191906333784,55,1,0,138.17345427758048
2026-03-24,Tuesday,16,Student Service Center,5,72,7.950357344364794,76,0,0,116.5156241732059
2026-01-28,Wednesday,13,Library Counter,4,48,3.9710632280062543,22,0,0,50.33699211727475
2026-06-21,Sunday,16,Student Service Center,3,38,1.766756234841599,22,1,0,21.359266604137957
2026-02-14,Saturday,12,Library Counter,1,32,3.1336919423010485,16,0,0,100.864832885299
2026-03-15,Sunday,17,Student Service Center,1,69,3.4335706330830775,52,1,0,240.20300027385446
2026-06-16,Tuesday,9,Library Counter,1,34,2.4707381465351506,37,0,0,82.24077986662284
2026-01-22,Thursday,11,Cafeteria,5,44,4.7266929915211335,36,0,0,46.525330800674865
2026-03-29,Sunday,11,Cafeteria,3,43,6.045008161600402,20,1,0,91.15220915200622
2026-01-31,Saturday,8,Student Service Center,1,41,3.9899311343830006,32,0,0,161.55035391355338
2026-04-21,Tuesday,9,Cafeteria,1,20,5.4116670997431315,6,1,0,108.72591098133135
2026-02-07,Saturday,12,Fee Counter,5,44,1.2684433564778512,25,0,0,8.378970775630751
2026-06-13,Saturday,15,Library Counter,4,47,3.2525783601132616,41,0,0,37.90149104446007
2026-03-20,Friday,14,Library Counter,3,67,4.083371825088899,48,0,0,90.39010540449503
2026-04-30,Thursday,17,Library Counter,3,58,7.972538410576185,62,0,1,155.05403042896305
2026-04-21,Tuesday,10,Cafeteria,2,27,2.542726532063183,30,0,1,35.00566616481662
2026-06-10,Wednesday,15,Fee Counter,5,20,1.1148450010886413,17,0,0,2.1182770588208095
2026-01-25,Sunday,9,Fee Counter,3,11,2.6466420597945257,5,0,0,13.703648885284903
2026-06-23,Tuesday,15,Fee Counter,4,34,1.6650193327605147,44,0,1,11.706943540018182
2026-06-12,Friday,15,Student Service Center,5,19,6.715970468174665,15,0,0,30.404657950200413
2026-03-28,Saturday,11,Library Counter,2,21,1.829786558829538,17,0,0,19.8518504602928
